Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
"Mads Holms Vej 30, 1.",56.031405,12.597466,2499000,Ejerlejlighed,102,24500,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/mads%20holms%20vej-30/1-/
Nordre Strandvej 63,56.052886,12.586577,7898000,Villa,180,43877,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/nordre%20strandvej-63/
"Nordlysvænget 6, 5. th",56.040433,12.611699,4995000,Ejerlejlighed,114,43815,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/nordlysv%C3%A6nget-6/5-th/
Stubbedamsvej 25B,56.026388,12.603121,4195000,Villa,82,51158,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/stubbedamsvej-25b/
"Sabroesvej 4B, 2. 4",56.036156,12.599748,1765000,Ejerlejlighed,84,21011,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/sabroesvej-4b/2-4/
"Fredsvænget 1, st.",56.034277,12.60331,1995000,Ejerlejlighed,76,26250,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/fredsv%C3%A6nget-1/st-/
Grollowstræde 3,56.0337747,12.6109159,3495000,Ejerlejlighed,92,37989,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/grollowstr%C3%A6de-3/
"Strandgade 47, 2. tv",56.033395,12.611662,1495000,Ejerlejlighed,40,37375,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/strandgade-47/2-tv/
"Snerlevej 54, 1. th",56.021831,12.589998,1495000,Ejerlejlighed,70,21357,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/snerlevej-54/1-th/
Æblehaven 12,56.026694,12.586636,2495000,Rækkehus,110,22681,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/%C3%A6blehaven-12/
Thorsvænget 7B,56.040643,12.594898,995000,Ejerlejlighed,51,19509,G,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/thorsv%C3%A6nget-7b/
Belvederevej 55A,56.034877,12.595839,2795000,Rækkehus,119,23487,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/belvederevej-55a/
Haderslevvej 7,56.026902,12.593948,2995000,Villa,109,27477,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/haderslevvej-7/
Montebello Alle 8,56.028609,12.591528,3395000,Villa,88,38579,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/montebello%20alle-8/
Viborgvej 9,56.024111,12.593735,5500000,Villa,177,31073,B,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/viborgvej-9/
"Haderslevvej 23A, st.",56.025183,12.591802,2295000,Ejerlejlighed,108,21250,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/haderslevvej-23a/st-/
"Søstræde 13, st. th",56.034241,12.609832,4495000,Ejerlejlighed,205,21926,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/s%C3%B8str%C3%A6de-13/st-th/
Fuglebakkevej 16,56.052751,12.51564,5375000,Villa,117,45940,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/fuglebakkevej-16/
"Rosenkildevej 17, 1. th",56.034116,12.603662,1195000,Ejerlejlighed,55,21727,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/rosenkildevej-17/1-th/
Nordre Strandvej 71,56.053557,12.585643,7798000,Villa,242,32223,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/nordre%20strandvej-71/
H C Andersens Vej 8,56.03933,12.585877,2595000,Villa,90,28833,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/h%20c%20andersens%20vej-8/
"Murergade 9C, 2. tv",56.034251,12.606204,3350000,Ejerlejlighed,94,35638,B,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/murergade-9c/2-tv/
Stubbedamsvej 17A,56.028786,12.60439,2795000,Villa,114,24517,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/stubbedamsvej-17a/
"Gefionsvej 120, 2. 4",56.0331,12.586856,3750000,Ejerlejlighed,108,34722,B,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/gefionsvej-120/2-4/
Baldersvej 22,56.035671,12.591334,4795000,Villa,155,30935,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/baldersvej-22/
"Sophie Brahes Gade 7, 1.",56.035935,12.614744,2995000,Ejerlejlighed,90,33277,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/sophie%20brahes%20gade-7/1-/
