Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
"Ulrikkenborg Alle 39, st. mftv",55.763853,12.501364,1795000,Ejerlejlighed,45,39888,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/ulrikkenborg%20alle-39/st-mftv/
Granparken 147,55.792085,12.508395,6245000,Rækkehus,127,49173,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/granparken-147/
"Gammel Bagsværdvej 24F, 2. th",55.768943,12.493283,1975000,Ejerlejlighed,52,37980,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gammel%20bagsv%C3%A6rdvej-24f/2-th/
Mølletoften 5,55.757709,12.494568,4650000,Rækkehus,86,54069,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8lletoften-5/
"Ulrikkenborg Alle 39, 1. tv",55.763853,12.501364,1695000,Ejerlejlighed,45,37666,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/ulrikkenborg%20alle-39/1-tv/
"Mosevej 8, st. th",55.769024,12.507344,3995000,Ejerlejlighed,87,45919,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/mosevej-8/st-th/
Færøvej 16,55.797613,12.505097,7595000,Villa,109,69678,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/f%C3%A6r%C3%B8vej-16/
"Stengårds Alle 8, 1. g",55.763952,12.484647,2850000,Ejerlejlighed,71,40140,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/steng%C3%A5rds%20alle-8/1-g/
Bygtoften 29,55.792981,12.507073,5995000,Villa,85,70529,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bygtoften-29/
"Nørgaardsvej 18B, 2. tv",55.770204,12.509148,2495000,Ejerlejlighed,57,43771,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/n%C3%B8rgaardsvej-18b/2-tv/
Tjørnevej 36,55.763909,12.516014,7000000,Villa,196,35714,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/tj%C3%B8rnevej-36/
Nøjsomhedsvej 36A,55.79775,12.516105,7995000,Villa,144,55520,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/n%C3%B8jsomhedsvej-36a/
"Lehwaldsvej 3, 6. f",55.768293,12.500846,2295000,Ejerlejlighed,68,33750,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lehwaldsvej-3/6-f/
Fuglevadsvej 20,55.781487,12.500922,7700000,Villa,130,59230,G,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/fuglevadsvej-20/
Christoffers Alle 164,55.754823,12.476518,3995000,Rækkehus,88,45397,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/christoffers%20alle-164/
Muldvad 17,55.757815,12.481458,3995000,Rækkehus,92,43423,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/muldvad-17/
"Nørgaardsvej 23, 2. tv",55.77061,12.508514,2495000,Ejerlejlighed,61,40901,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/n%C3%B8rgaardsvej-23/2-tv/
Nymøllevej 43,55.800777,12.515891,8995000,Villa,163,55184,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nym%C3%B8llevej-43/
"Elledalen 4, 1. tv",55.758698,12.48456,3295000,Ejerlejlighed,85,38764,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/elledalen-4/1-tv/
Egegårdsvej 8,55.797788,12.512655,6995000,Villa,138,50688,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/egeg%C3%A5rdsvej-8/
Buddingevej 43,55.764217,12.496883,5495000,Villa,160,34343,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/buddingevej-43/
"Boulevarden 8, 1. 34",55.771594,12.498969,4295000,Ejerlejlighed,92,46684,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/boulevarden-8/1-34/
Hjortekærsvej 125B,55.79057,12.541041,8695000,Villa,162,53672,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hjortek%C3%A6rsvej-125b/
"Dronningens Vænge 3, st. th",55.780361,12.491857,5595000,Ejerlejlighed,114,49078,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/dronningens%20v%C3%A6nge-3/st-th/
Finlandsvej 4,55.792666,12.516887,8995000,Villa,201,44751,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/finlandsvej-4/
Buddingevej 34A,55.766202,12.497187,6395000,Rækkehus,132,48446,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/buddingevej-34a/
Skovbovej 17A,55.788399,12.536146,5995000,Villa,123,48739,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/skovbovej-17a/
Birkhøjvej 6,55.762047,12.483535,7600000,Villa,136,55882,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/birkh%C3%B8jvej-6/
Hjortekærskrænten 12B,55.79741,12.539247,8500000,Villa,124,68548,A2010,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hjortek%C3%A6rskr%C3%A6nten-12b/
Bygtoften 8,55.793291,12.506363,6245000,Rækkehus,102,61225,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bygtoften-8/
Kulsviervej 46,55.790111,12.513092,6245000,Villa,144,43368,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/kulsviervej-46/
"Mortonsvej 42, 2. tv",55.772618,12.493521,5995000,Ejerlejlighed,80,74937,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/mortonsvej-42/2-tv/
"Mølleåparken 83, 1. d",55.794959,12.502651,2645000,Ejerlejlighed,61,43360,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8lle%C3%A5parken-83/1-d/
Borrekrattet 3,55.791161,12.503272,8995000,Villa,109,82522,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/borrekrattet-3/
"Johan Wilmanns Vej 29, st. th",55.764897,12.505207,3245000,Ejerlejlighed,57,56929,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/johan%20wilmanns%20vej-29/st-th/
Fortunparken 28,55.778548,12.542238,8500000,Villa,165,51515,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/fortunparken-28/
Glaciset 43A,55.761243,12.493604,7250000,Villa,131,55343,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/glaciset-43a/
Fortunparken 4,55.779075,12.538898,7895000,Villa,156,50608,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/fortunparken-4/
Kulsvierparken 17,55.790279,12.511493,4995000,Rækkehus,119,41974,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/kulsvierparken-17/
Kongshvilebakken 30,55.772023,12.481533,12995000,Villa,211,61587,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/kongshvilebakken-30/
Trongårdsvej 43,55.776961,12.536143,9995000,Villa,194,51520,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/trong%C3%A5rdsvej-43/
"Gammel Bagsværdvej 24B, 2. th",55.768792,12.493725,2000000,Ejerlejlighed,52,38461,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gammel%20bagsv%C3%A6rdvej-24b/2-th/
Birkholmsvej 22A,55.768396,12.516378,5645000,Villa,114,49517,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/birkholmsvej-22a/
Langs Sletten 15,55.797324,12.544152,7995000,Villa,167,47874,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/langs%20sletten-15/
"Boulevarden 4, 4. 20",55.771343,12.499039,4495000,Ejerlejlighed,92,48858,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/boulevarden-4/4-20/
Christoffers Alle 42,55.754233,12.490226,3595000,Villa,105,34238,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/christoffers%20alle-42/
Nybrovej 183,55.764034,12.491129,8595000,Villa,144,59687,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nybrovej-183/
Fynsvej 7,55.797174,12.51119,5495000,Rækkehus,88,62443,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/fynsvej-7/
Fortunvænget 9,55.779984,12.54037,8500000,Villa,167,50898,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/fortunv%C3%A6nget-9/
Gammel Bagsværdvej 58,55.766289,12.488571,7250000,Villa,91,79670,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gammel%20bagsv%C3%A6rdvej-58/
"Bagsværdvej 133D, st. th",55.763002,12.475642,3595000,Ejerlejlighed,94,38244,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bagsv%C3%A6rdvej-133d/st-th/
Solvænget 11,55.7633,12.491345,9995000,Villa,147,67993,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/solv%C3%A6nget-11/
Caroline Amalie Vej 109,55.790994,12.50422,10495000,Villa,165,63606,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/caroline%20amalie%20vej-109/
Langs Hegnet 89,55.792073,12.543362,7995000,Villa,164,48750,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/langs%20hegnet-89/
"Lyngby Hovedgade 57A, 4. tv",55.768654,12.50631,5995000,Ejerlejlighed,114,52587,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lyngby%20hovedgade-57a/4-tv/
"Ulrikkenborg Plads 10B, 3. tv",55.76785,12.501594,2995000,Ejerlejlighed,80,37437,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/ulrikkenborg%20plads-10b/3-tv/
Raftevej 20,55.765777,12.480912,4995000,Rækkehus,122,40942,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/raftevej-20/
Christian X's Alle 108,55.764696,12.499532,11495000,Villa,186,61801,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/christian%20x's%20alle-108/
Læsøvej 7,55.797305,12.512703,4695000,Rækkehus,82,57256,G,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/l%C3%A6s%C3%B8vej-7/
Møllevænget 33,55.755099,12.490299,5995000,Villa,144,41631,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8llev%C3%A6nget-33/
Prebens Vænge 14,55.799859,12.530643,6395000,Villa,140,45678,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/prebens%20v%C3%A6nge-14/
"Glaciset 10B, st.",55.760446,12.488926,4275000,Villalejlighed,79,54113,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/glaciset-10b/st-/
"Buddingevej 72A, 1. tv",55.761515,12.495179,1795000,Ejerlejlighed,56,32053,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/buddingevej-72a/1-tv/
Stengårds Alle 51,55.759856,12.484862,4500000,Rækkehus,104,43269,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/steng%C3%A5rds%20alle-51/
Stengårds Alle 115,55.754661,12.48366,6495000,Villa,106,61273,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/steng%C3%A5rds%20alle-115/
Langs Hegnet 11,55.784398,12.54298,8750000,Villa,181,48342,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/langs%20hegnet-11/
Stengårdsvænge 71,55.758981,12.479513,4495000,Rækkehus,96,46822,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/steng%C3%A5rdsv%C3%A6nge-71/
"Buddingevej 15, st. th",55.767312,12.498333,4500000,Ejerlejlighed,105,42857,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/buddingevej-15/st-th/
Gartnersvinget 3,55.784014,12.488461,6195000,Rækkehus,156,39711,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gartnersvinget-3/
"Bagsværdvej 133E, 1. th",55.762848,12.475703,3495000,Ejerlejlighed,96,36406,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bagsv%C3%A6rdvej-133e/1-th/
Langs Hegnet 83,55.791626,12.543172,8995000,Villa,144,62465,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/langs%20hegnet-83/
"Vinagervej 11, 1.",55.761365,12.516282,3195000,Villalejlighed,112,28526,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/vinagervej-11/1-/
Hvidegårdsparken 107,55.77227,12.530047,11000000,Villa,288,38194,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hvideg%C3%A5rdsparken-107/
Møllevænget 23,55.755575,12.490375,5345000,Villa,110,48590,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8llev%C3%A6nget-23/
"Gammel Bagsværdvej 22, 1. tv",55.768914,12.494418,4995000,Ejerlejlighed,93,53709,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gammel%20bagsv%C3%A6rdvej-22/1-tv/
"Danmarksvej 33A, 1.",55.793259,12.517512,4750000,Villalejlighed,97,48969,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/danmarksvej-33a/1-/
Hvidegårdsparken 85,55.773286,12.529734,8495000,Villa,151,56258,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hvideg%C3%A5rdsparken-85/
"Holmelins Tværvej 1B, st. th",55.763887,12.487243,2795000,Ejerlejlighed,65,43000,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/holmelins%20tv%C3%A6rvej-1b/st-th/
Vintappervej 8,55.763335,12.513562,6995000,Villa,234,29893,G,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/vintappervej-8/
Nymøllevej 49,55.80098,12.517068,8235000,Villa,134,61455,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nym%C3%B8llevej-49/
Frem 13,55.768425,12.509128,5695000,Rækkehus,109,52247,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/frem-13/
Gammelmosevej 164F,55.756359,12.485693,4300000,Rækkehus,109,39449,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gammelmosevej-164f/
"Bagsværdvej 67B, 1. th",55.765225,12.486959,4175000,Ejerlejlighed,113,36946,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bagsv%C3%A6rdvej-67b/1-th/
Haraldslundvej 36,55.76204,12.478114,6650000,Villa,148,44932,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/haraldslundvej-36/
Fortunvænget 13,55.780192,12.540596,7995000,Villa,198,40378,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/fortunv%C3%A6nget-13/
Hjortekærsvej 172A,55.795202,12.542472,7785000,Villa,166,46897,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hjortek%C3%A6rsvej-172a/
"Eremitageparken 367, 2. b",55.796365,12.535821,1145000,Ejerlejlighed,33,34696,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/eremitageparken-367/2-b/
"Ulrikkenborg Alle 31, st. th",55.764902,12.501738,1695000,Ejerlejlighed,39,43461,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/ulrikkenborg%20alle-31/st-th/
Lyngen 3B,55.759219,12.496348,4750000,Rækkehus,126,37698,G,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lyngen-3b/
Granparken 73,55.791228,12.509034,5650000,Rækkehus,127,44488,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/granparken-73/
"Skelhøjvej 15, st. th",55.763916,12.482914,2295000,Ejerlejlighed,67,34253,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/skelh%C3%B8jvej-15/st-th/
Sjællandsvej 11,55.796955,12.509774,4650000,Rækkehus,80,58125,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/sj%C3%A6llandsvej-11/
"Engelsborgvej 20C, 1. th",55.767812,12.49985,2495000,Ejerlejlighed,62,40241,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/engelsborgvej-20c/1-th/
"Bagsværdvej 67B, 1. tv",55.765225,12.486959,4250000,Ejerlejlighed,113,37610,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bagsv%C3%A6rdvej-67b/1-tv/
Glaciset 5A,55.76016,12.488537,9995000,Villa,175,57114,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/glaciset-5a/
Buddingevej 17C,55.766956,12.498191,5995000,Rækkehus,126,47579,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/buddingevej-17c/
Sophus Bauditz Vej 10,55.767861,12.481998,8250000,Villa,202,40841,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/sophus%20bauditz%20vej-10/
Buddingevej 111,55.757432,12.495437,6995000,Villa,207,33792,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/buddingevej-111/
Holmelins Tværvej 10B,55.76424,12.485915,13900000,Villa,191,72774,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/holmelins%20tv%C3%A6rvej-10b/
Christoffers Alle 1,55.753898,12.490039,3195000,Villa,98,32602,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/christoffers%20alle-1/
Skovvænget 1,55.789766,12.539313,7745000,Villa,131,59122,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/skovv%C3%A6nget-1/
"Thorsvej 2, 1.",55.768188,12.49435,2395000,Villalejlighed,53,45188,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/thorsvej-2/1-/
"Boulevarden 4, 3. 17",55.771343,12.499039,3700000,Ejerlejlighed,72,51388,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/boulevarden-4/3-17/
Christian X's Alle 45,55.76377,12.504397,6995000,Rækkehus,125,55960,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/christian%20x's%20alle-45/
"Boulevarden 4, st. 11",55.771343,12.499039,2995000,Ejerlejlighed,73,41027,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/boulevarden-4/st-11/
"Dronningens Vænge 2, st. tv",55.780746,12.492162,5195000,Ejerlejlighed,115,45173,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/dronningens%20v%C3%A6nge-2/st-tv/
"Gammel Bagsværdvej 24B, st. th",55.768792,12.493725,1895000,Ejerlejlighed,56,33839,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gammel%20bagsv%C3%A6rdvej-24b/st-th/
Granåsen 99,55.78933,12.516182,7995000,Villa,180,44416,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gran%C3%A5sen-99/
"Lehwaldsvej 3, 7. f",55.768293,12.500846,2295000,Ejerlejlighed,68,33750,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lehwaldsvej-3/7-f/
Danmarksvej 45,55.794864,12.517945,6500000,Villa,147,44217,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/danmarksvej-45/
Huldbergs Alle 51,55.751557,12.481098,3350000,Villa,179,18715,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/huldbergs%20alle-51/
"Skelhøjvej 23, st. th",55.764039,12.483472,2395000,Ejerlejlighed,68,35220,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/skelh%C3%B8jvej-23/st-th/
Nybrovej 157,55.762726,12.494122,5995000,Villa,120,49958,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nybrovej-157/
Skovsvinget 17A,55.790055,12.539425,8295000,Villa,150,55300,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/skovsvinget-17a/
Lystoftevej 30,55.794188,12.508711,4575000,Rækkehus,85,53823,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lystoftevej-30/
"Eremitageparken 15, 2. d",55.790747,12.533161,1895000,Ejerlejlighed,42,45119,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/eremitageparken-15/2-d/
"Lyngby Hovedgade 57B, 3. th",55.768505,12.50651,4745000,Ejerlejlighed,103,46067,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lyngby%20hovedgade-57b/3-th/
Gartnersvinget 2,55.78432,12.488181,5100000,Rækkehus,135,37777,G,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gartnersvinget-2/
Sjællandsvej 13,55.796883,12.509788,4695000,Rækkehus,68,69044,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/sj%C3%A6llandsvej-13/
Nybrovej 138,55.76177,12.49735,5995000,Villa,130,46115,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nybrovej-138/
Christoffers Alle 146A,55.755052,12.478446,4195000,Villa,124,33830,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/christoffers%20alle-146a/
"Buddingevej 72B, 2. tv",55.761369,12.495215,1445000,Ejerlejlighed,46,31413,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/buddingevej-72b/2-tv/
Danmarksvej 58A,55.796592,12.519547,9795000,Villa,208,47091,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/danmarksvej-58a/
Blomstervænget 77,55.76318,12.506222,7995000,Rækkehus,110,72681,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/blomsterv%C3%A6nget-77/
Tjørnevej 8,55.765726,12.51163,4495000,Villa,88,51079,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/tj%C3%B8rnevej-8/
Hjortekærbakken 26,55.799148,12.539886,7250000,Villa,152,47697,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hjortek%C3%A6rbakken-26/
Christian X's Alle 43,55.763754,12.504535,6995000,Villa,108,64768,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/christian%20x's%20alle-43/
Nybrovej 375,55.774621,12.465637,72000000,Villa,704,102272,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nybrovej-375/
Hvidegårdsparken 29,55.774518,12.533563,7250000,Villa,216,33564,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hvideg%C3%A5rdsparken-29/
