Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
Fagerlunden 7,55.857917,12.539976,7475000,Villa,166,45030,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/fagerlunden-7/
"Trørødvej 28B, 2. 12",55.847226,12.564574,3995000,Ejerlejlighed,112,35669,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/tr%C3%B8r%C3%B8dvej-28b/2-12/
Gæslingestien 7,55.843727,12.537286,8495000,Villa,145,58586,A2010,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/g%C3%A6slingestien-7/
Ralphs Vænge 12,55.858838,12.556352,6495000,Rækkehus,155,41903,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ralphs%20v%C3%A6nge-12/
Lampeager 1,55.847039,12.539752,6595000,Villa,126,52341,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/lampeager-1/
Ralphs Vænge 73,55.858817,12.557218,5995000,Rækkehus,124,48346,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ralphs%20v%C3%A6nge-73/
Elleparken 6,55.841326,12.532371,6195000,Villa,167,37095,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/elleparken-6/
Folesletten 25,55.843153,12.53404,8995000,Villa,179,50251,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/folesletten-25/
Vinkelvej 4A,55.854293,12.564668,8995000,Villa,89,101067,G,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/vinkelvej-4a/
Kløvereng 8,55.844336,12.531661,10500000,Villa,222,47297,B,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kl%C3%B8vereng-8/
Krogholmgårdsvej 21,55.84101,12.541775,5150000,Rækkehus,90,57222,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/krogholmg%C3%A5rdsvej-21/
Olesvej 16,55.850169,12.565448,16895000,Villa,233,72510,B,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/olesvej-16/
Nørreeng 2,55.845859,12.531153,7295000,Villa,146,49965,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/n%C3%B8rreeng-2/
Rundforbivej 31,55.836731,12.545602,8495000,Villa,150,56633,A2010,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/rundforbivej-31/
Ralphs Vænge 43,55.85927,12.555982,5995000,Rækkehus,124,48346,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ralphs%20v%C3%A6nge-43/
Avnholtsvej 4,55.857343,12.54979,11495000,Villa,176,65312,A2010,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/avnholtsvej-4/
Kohavevej 16,55.83881,12.541333,5995000,Villa,124,48346,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kohavevej-16/
Østerskov Krat 16,55.854392,12.540394,30000000,Villa,345,86956,B,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/%C3%B8sterskov%20krat-16/
Folesletten 8,55.844501,12.53357,6995000,Villa,117,59786,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/folesletten-8/
Baneskellet 52,55.855468,12.562235,4995000,Rækkehus,100,49950,B,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/baneskellet-52/
Ellesvinget 143,55.842692,12.528448,5650000,Villa,105,53809,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ellesvinget-143/
Ellesvinget 40,55.841874,12.529956,6995000,Rækkehus,150,46633,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ellesvinget-40/
Poulsvej 7,55.861063,12.558729,8495000,Villa,86,98779,F,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/poulsvej-7/
Hyldeageren 13,55.841625,12.545236,9995000,Villa,166,60210,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/hyldeageren-13/
Dronningeengen 21,55.848609,12.531928,9995000,Villa,181,55220,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/dronningeengen-21/
Ellefolden 5,55.841158,12.527336,7245000,Villa,144,50312,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ellefolden-5/
Fagerbo 39,55.85757,12.542593,6495000,Villa,173,37543,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/fagerbo-39/
Frydenlund Park 33,55.835453,12.560204,8500000,Villa,165,51515,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/frydenlund%20park-33/
Borchsvej 36,55.85635,12.553146,7995000,Rækkehus,126,63452,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/borchsvej-36/
Ellesvinget 135,55.842875,12.527745,4995000,Villa,105,47571,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ellesvinget-135/
Østerskov Krat 14,55.85445,12.539058,28800000,Villa,281,102491,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/%C3%B8sterskov%20krat-14/
Fagerlunden 10,55.858206,12.539987,10495000,Villa,179,58631,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/fagerlunden-10/
Elleparken 10,55.841216,12.532811,7195000,Villa,189,38068,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/elleparken-10/
Lindevangsvej 9,55.842369,12.546422,13895000,Villa,267,52041,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/lindevangsvej-9/
Havesvinget 13,55.84477,12.529106,6195000,Villa,118,52500,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/havesvinget-13/
Krogholmgårdsvej 5,55.840051,12.542144,4995000,Rækkehus,102,48970,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/krogholmg%C3%A5rdsvej-5/
Fagerbo 41,55.857733,12.542817,9495000,Villa,193,49196,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/fagerbo-41/
Udsigten 1,55.858142,12.54952,17245000,Villa,261,66072,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/udsigten-1/
