Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
"Lille Strandvej 26, 4. 1",55.734225,12.581245,5695000,Ejerlejlighed,80,71187,C,https://www.dingeo.dk/adresse/2900-hellerup/lille%20strandvej-26/4-1/
"Lille Strandvej 2B, 4. th",55.734391,12.576096,9250000,Ejerlejlighed,130,71153,D,https://www.dingeo.dk/adresse/2900-hellerup/lille%20strandvej-2b/4-th/
"Tuborg Boulevard 20, 3. tv",55.727702,12.582192,13995000,Ejerlejlighed,167,83802,C,https://www.dingeo.dk/adresse/2900-hellerup/tuborg%20boulevard-20/3-tv/
"Annasvej 24, st.",55.739931,12.582325,10750000,Villalejlighed,115,93478,F,https://www.dingeo.dk/adresse/2900-hellerup/annasvej-24/st-/
"Strandvejen 132A, 2. th",55.740186,12.577559,7995000,Ejerlejlighed,132,60568,D,https://www.dingeo.dk/adresse/2900-hellerup/strandvejen-132a/2-th/
"Tuborgvej 64, st.",55.728117,12.563955,2995000,Ejerlejlighed,74,40472,D,https://www.dingeo.dk/adresse/2900-hellerup/tuborgvej-64/st-/
"Ellemosevej 117, 1.",55.736701,12.532266,5995000,Villalejlighed,115,52130,D,https://www.dingeo.dk/adresse/2900-hellerup/ellemosevej-117/1-/
Birkehøj 12,55.725373,12.54669,10800000,Villa,171,63157,D,https://www.dingeo.dk/adresse/2900-hellerup/birkeh%C3%B8j-12/
Bakkedal 20,55.735598,12.5466,15800000,Villa,233,67811,B,https://www.dingeo.dk/adresse/2900-hellerup/bakkedal-20/
Heslegårdsvej 3,55.741979,12.556154,9295000,Rækkehus,153,60751,A2010,https://www.dingeo.dk/adresse/2900-hellerup/hesleg%C3%A5rdsvej-3/
Mantziusvej 17,55.744437,12.572581,12995000,Villa,129,100736,D,https://www.dingeo.dk/adresse/2900-hellerup/mantziusvej-17/
Høyrups Alle 25,55.739587,12.58125,44500000,Villa,288,154513,D,https://www.dingeo.dk/adresse/2900-hellerup/h%C3%B8yrups%20alle-25/
"Høyrups Alle 2, 3. tv",55.739477,12.577115,9500000,Ejerlejlighed,135,70370,D,https://www.dingeo.dk/adresse/2900-hellerup/h%C3%B8yrups%20alle-2/3-tv/
"Lille Strandvej 2A, 2. th",55.734401,12.575792,7350000,Ejerlejlighed,117,62820,D,https://www.dingeo.dk/adresse/2900-hellerup/lille%20strandvej-2a/2-th/
"Strandvejen 110D, 4. th",55.734085,12.576107,5195000,Ejerlejlighed,87,59712,D,https://www.dingeo.dk/adresse/2900-hellerup/strandvejen-110d/4-th/
"Høyrups Alle 10, st.",55.739306,12.57846,13750000,Villalejlighed,126,109126,C,https://www.dingeo.dk/adresse/2900-hellerup/h%C3%B8yrups%20alle-10/st-/
Kildegårdsvænget 21,55.736435,12.542552,5250000,Rækkehus,88,59659,C,https://www.dingeo.dk/adresse/2900-hellerup/kildeg%C3%A5rdsv%C3%A6nget-21/
Søholm Park 11,55.724186,12.550642,9750000,Villa,140,69642,D,https://www.dingeo.dk/adresse/2900-hellerup/s%C3%B8holm%20park-11/
"Vingårds Alle 55, st. tv",55.741628,12.575512,6495000,Ejerlejlighed,107,60700,D,https://www.dingeo.dk/adresse/2900-hellerup/ving%C3%A5rds%20alle-55/st-tv/
Stendyssevej 6,55.731473,12.544381,8975000,Villa,190,47236,D,https://www.dingeo.dk/adresse/2900-hellerup/stendyssevej-6/
Carolinevej 12C,55.729064,12.578492,14750000,Ejerlejlighed,155,95161,B,https://www.dingeo.dk/adresse/2900-hellerup/carolinevej-12c/
"Svanemøllevej 86, 1.",55.728441,12.574441,10750000,Villalejlighed,151,71192,D,https://www.dingeo.dk/adresse/2900-hellerup/svanem%C3%B8llevej-86/1-/
"Rebekkavej 36, 2. tv",55.731526,12.564556,9995000,Ejerlejlighed,169,59142,D,https://www.dingeo.dk/adresse/2900-hellerup/rebekkavej-36/2-tv/
"Rebekkavej 20A, 1. 3",55.730088,12.564492,2495000,Ejerlejlighed,51,48921,D,https://www.dingeo.dk/adresse/2900-hellerup/rebekkavej-20a/1-3/
"Sofievej 9A, st. th",55.732602,12.573958,7995000,Ejerlejlighed,108,74027,B,https://www.dingeo.dk/adresse/2900-hellerup/sofievej-9a/st-th/
"Bernstorffsvej 127, 1.",55.746277,12.556704,5995000,Villalejlighed,111,54009,C,https://www.dingeo.dk/adresse/2900-hellerup/bernstorffsvej-127/1-/
"Callisensvej 16, 2. th",55.729949,12.574676,3195000,Ejerlejlighed,64,49921,D,https://www.dingeo.dk/adresse/2900-hellerup/callisensvej-16/2-th/
Løvsangervej 6,55.74558,12.559566,15995000,Villa,161,99347,C,https://www.dingeo.dk/adresse/2900-hellerup/l%C3%B8vsangervej-6/
"Heslegårdsvej 4, st. 1",55.742571,12.554052,3495000,Ejerlejlighed,75,46600,B,https://www.dingeo.dk/adresse/2900-hellerup/hesleg%C3%A5rdsvej-4/st-1/
"Rebekkavej 20A, st. 3",55.730088,12.564492,2695000,Ejerlejlighed,51,52843,D,https://www.dingeo.dk/adresse/2900-hellerup/rebekkavej-20a/st-3/
Onsgårdsvej 29,55.733203,12.580106,33950000,Villa,362,93784,E,https://www.dingeo.dk/adresse/2900-hellerup/onsg%C3%A5rdsvej-29/
"Lille Strandvej 28, 4. th",55.734201,12.581815,4995000,Ejerlejlighed,63,79285,C,https://www.dingeo.dk/adresse/2900-hellerup/lille%20strandvej-28/4-th/
"Charlottenlundvej 2B, 2. tv",55.741704,12.562971,2970000,Ejerlejlighed,55,54000,C,https://www.dingeo.dk/adresse/2900-hellerup/charlottenlundvej-2b/2-tv/
Kaas Alle 27,55.738262,12.553255,14250000,Villa,151,94370,D,https://www.dingeo.dk/adresse/2900-hellerup/kaas%20alle-27/
Heslehøj Alle 12,55.739913,12.559063,21950000,Villa,268,81902,D,https://www.dingeo.dk/adresse/2900-hellerup/hesleh%C3%B8j%20alle-12/
"Phistersvej 5, 2. tv",55.741418,12.577287,6695000,Ejerlejlighed,112,59776,D,https://www.dingeo.dk/adresse/2900-hellerup/phistersvej-5/2-tv/
Ahlmanns Alle 31,55.737026,12.567107,18985000,Villa,226,84004,D,https://www.dingeo.dk/adresse/2900-hellerup/ahlmanns%20alle-31/
Eggersvej 25,55.736621,12.551859,43000000,Villa,400,107500,B,https://www.dingeo.dk/adresse/2900-hellerup/eggersvej-25/
Lundely 1,55.728512,12.554711,11950000,Rækkehus,184,64945,A2015,https://www.dingeo.dk/adresse/2900-hellerup/lundely-1/
"Carolinevej 12B, 1.",55.729177,12.578685,13495000,Ejerlejlighed,165,81787,B,https://www.dingeo.dk/adresse/2900-hellerup/carolinevej-12b/1-/
Dæmringsvej 3,55.732123,12.54881,9850000,Villa,123,80081,C,https://www.dingeo.dk/adresse/2900-hellerup/d%C3%A6mringsvej-3/
"Tuborgvej 13, 1. 9",55.726739,12.572748,3695000,Ejerlejlighed,66,55984,C,https://www.dingeo.dk/adresse/2900-hellerup/tuborgvej-13/1-9/
"Esthersvej 22A, st. th",55.729751,12.565883,3995000,Ejerlejlighed,83,48132,D,https://www.dingeo.dk/adresse/2900-hellerup/esthersvej-22a/st-th/
Vestagervej 22,55.722983,12.572956,35000000,Villa,289,121107,C,https://www.dingeo.dk/adresse/2900-hellerup/vestagervej-22/
Lundeskovsvej 5,55.724075,12.556211,14750000,Villa,246,59959,D,https://www.dingeo.dk/adresse/2900-hellerup/lundeskovsvej-5/
Kaas Alle 33,55.738736,12.553239,10995000,Villa,173,63554,D,https://www.dingeo.dk/adresse/2900-hellerup/kaas%20alle-33/
"Lille Strandvej 2, 4. tv",55.734408,12.575488,4995000,Ejerlejlighed,79,63227,D,https://www.dingeo.dk/adresse/2900-hellerup/lille%20strandvej-2/4-tv/
Hambros Alle 11,55.738004,12.57882,62000000,Villa,392,158163,C,https://www.dingeo.dk/adresse/2900-hellerup/hambros%20alle-11/
"Tuborg Havnepark 2, 5. tv",55.724787,12.581823,14500000,Ejerlejlighed,158,91772,C,https://www.dingeo.dk/adresse/2900-hellerup/tuborg%20havnepark-2/5-tv/
"Gammel Vartov Vej 26, 2. th",55.723271,12.576999,4495000,Ejerlejlighed,84,53511,C,https://www.dingeo.dk/adresse/2900-hellerup/gammel%20vartov%20vej-26/2-th/
Hesseltoften 16,55.74162,12.55462,9995000,Rækkehus,170,58794,D,https://www.dingeo.dk/adresse/2900-hellerup/hesseltoften-16/
"Viadukt Alle 8, st. th",55.73982,12.562232,11800000,Villa,191,61780,D,https://www.dingeo.dk/adresse/2900-hellerup/viadukt%20alle-8/st-th/
"Hellerupvej 31, 1.",55.732081,12.568791,9495000,Villalejlighed,232,40926,D,https://www.dingeo.dk/adresse/2900-hellerup/hellerupvej-31/1-/
Ellemosevej 119,55.736785,12.531855,7495000,Villa,115,65173,C,https://www.dingeo.dk/adresse/2900-hellerup/ellemosevej-119/
Granhøjen 3,55.73634,12.549057,13495000,Villa,212,63655,F,https://www.dingeo.dk/adresse/2900-hellerup/granh%C3%B8jen-3/
"Havsgårdsvej 35, 2.",55.725391,12.552197,6750000,Ejerlejlighed,200,33750,D,https://www.dingeo.dk/adresse/2900-hellerup/havsg%C3%A5rdsvej-35/2-/
Baunegårdsvej 67D,55.740046,12.551767,12800000,Rækkehus,140,91428,C,https://www.dingeo.dk/adresse/2900-hellerup/bauneg%C3%A5rdsvej-67d/
Ingeborgvej 44,55.743512,12.560644,13500000,Villa,167,80838,D,https://www.dingeo.dk/adresse/2900-hellerup/ingeborgvej-44/
Stendyssevej 12,55.732061,12.54409,9995000,Villa,179,55837,D,https://www.dingeo.dk/adresse/2900-hellerup/stendyssevej-12/
Ellemosevej 76,55.732625,12.537126,9995000,Villa,183,54617,C,https://www.dingeo.dk/adresse/2900-hellerup/ellemosevej-76/
Barsehøj 19,55.736165,12.544226,16000000,Villa,230,69565,C,https://www.dingeo.dk/adresse/2900-hellerup/barseh%C3%B8j-19/
"Norgesmindevej 33, 1.",55.72553,12.569868,11500000,Ejerlejlighed,153,75163,D,https://www.dingeo.dk/adresse/2900-hellerup/norgesmindevej-33/1-/
Kameliavej 3,55.740115,12.575059,16450000,Rækkehus,164,100304,C,https://www.dingeo.dk/adresse/2900-hellerup/kameliavej-3/
"Strandparksvej 10, 2. tv",55.731657,12.577285,7995000,Ejerlejlighed,104,76875,C,https://www.dingeo.dk/adresse/2900-hellerup/strandparksvej-10/2-tv/
"Tranevænget 4, 3. th",55.740301,12.575666,7495000,Ejerlejlighed,124,60443,D,https://www.dingeo.dk/adresse/2900-hellerup/tranev%C3%A6nget-4/3-th/
"Margrethevej 3B, st. th",55.733958,12.573912,5695000,Ejerlejlighed,94,60585,C,https://www.dingeo.dk/adresse/2900-hellerup/margrethevej-3b/st-th/
"Tuborgvej 13, 1. 5",55.726739,12.572748,3995000,Ejerlejlighed,66,60530,C,https://www.dingeo.dk/adresse/2900-hellerup/tuborgvej-13/1-5/
