Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
Toftevej 20,55.81758,12.463384,7895000,Villa,178,44353,G,https://www.dingeo.dk/adresse/2840-holte/toftevej-20/
Nøddegangen 4,55.813551,12.50611,18950000,Villa,259,73166,D,https://www.dingeo.dk/adresse/2840-holte/n%C3%B8ddegangen-4/
Rudershøj 4,55.819061,12.474031,3850000,Ejerlejlighed,84,45833,D,https://www.dingeo.dk/adresse/2840-holte/rudersh%C3%B8j-4/
Skovlodden 36,55.820556,12.461608,5995000,Rækkehus,100,59950,C,https://www.dingeo.dk/adresse/2840-holte/skovlodden-36/
Rønnebærvej 101,55.823536,12.457515,8995000,Villa,121,74338,D,https://www.dingeo.dk/adresse/2840-holte/r%C3%B8nneb%C3%A6rvej-101/
Øverødvej 71,55.816474,12.485018,7995000,Villa,143,55909,C,https://www.dingeo.dk/adresse/2840-holte/%C3%B8ver%C3%B8dvej-71/
Søllerødvej 72,55.81306,12.50201,25950000,Villa,270,96111,A2015,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dvej-72/
Bakkefaldet 44,55.840304,12.505447,7995000,Villa,172,46482,D,https://www.dingeo.dk/adresse/2840-holte/bakkefaldet-44/
Søllerødlund 3,55.807795,12.509466,20500000,Villa,297,69023,A2010,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dlund-3/
"Søllerød Park 1, 1. 12",55.809401,12.502208,2795000,Ejerlejlighed,88,31761,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-1/1-12/
Vejdammen 8,55.836252,12.512439,6350000,Villa,161,39440,D,https://www.dingeo.dk/adresse/2840-holte/vejdammen-8/
Øverødvej 82,55.816825,12.488166,5495000,Villa,159,34559,G,https://www.dingeo.dk/adresse/2840-holte/%C3%B8ver%C3%B8dvej-82/
"Vejlesøparken 7, 1. tv",55.801924,12.465933,4995000,Ejerlejlighed,126,39642,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-7/1-tv/
Poppel Alle 19,55.817282,12.477884,11495000,Villa,186,61801,D,https://www.dingeo.dk/adresse/2840-holte/poppel%20alle-19/
Græsdammen 15,55.838939,12.509523,5995000,Villa,188,31888,C,https://www.dingeo.dk/adresse/2840-holte/gr%C3%A6sdammen-15/
Rudersdalsvej 18A,55.818994,12.470895,10995000,Villa,248,44334,C,https://www.dingeo.dk/adresse/2840-holte/rudersdalsvej-18a/
"Søllerød Park 2, st. 4",55.809383,12.503442,3900000,Ejerlejlighed,100,39000,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-2/st-4/
Tesch Alle 3,55.808317,12.450819,8495000,Villa,138,61557,C,https://www.dingeo.dk/adresse/2840-holte/tesch%20alle-3/
"Søllerød Park 18, st. 8",55.808651,12.508254,2650000,Ejerlejlighed,79,33544,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-18/st-8/
Rudekæret 7,55.821427,12.467542,7295000,Villa,136,53639,D,https://www.dingeo.dk/adresse/2840-holte/rudek%C3%A6ret-7/
"Rønnebærvej 12, st. th",55.811767,12.469997,3650000,Ejerlejlighed,91,40109,D,https://www.dingeo.dk/adresse/2840-holte/r%C3%B8nneb%C3%A6rvej-12/st-th/
Skodsborgvej 122A,55.803611,12.501473,5950000,Villa,121,49173,D,https://www.dingeo.dk/adresse/2840-holte/skodsborgvej-122a/
"Søllerød Park 8, 1. 9",55.809064,12.505333,3275000,Ejerlejlighed,102,32107,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-8/1-9/
Søllerødvej 55A,55.814772,12.50079,13495000,Villa,333,40525,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dvej-55a/
"Søllerød Park 12, 1. 17",55.808178,12.504576,2895000,Ejerlejlighed,88,32897,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-12/1-17/
Skovskellet 50,55.803961,12.500226,7275000,Villa,136,53492,C,https://www.dingeo.dk/adresse/2840-holte/skovskellet-50/
Vangebovej 13,55.809841,12.495045,7750000,Villa,127,61023,E,https://www.dingeo.dk/adresse/2840-holte/vangebovej-13/
Vejlegårdsvej 11,55.816971,12.482879,10995000,Villa,182,60412,D,https://www.dingeo.dk/adresse/2840-holte/vejleg%C3%A5rdsvej-11/
Bakkefaldet 38,55.840658,12.504714,14995000,Villa,288,52065,B,https://www.dingeo.dk/adresse/2840-holte/bakkefaldet-38/
"Kongevejen 339B, 2. 4",55.814156,12.470308,2495000,Ejerlejlighed,71,35140,D,https://www.dingeo.dk/adresse/2840-holte/kongevejen-339b/2-4/
"Dronninggårds Alle 1B, st. tv",55.812176,12.471156,2195000,Ejerlejlighed,55,39909,D,https://www.dingeo.dk/adresse/2840-holte/dronningg%C3%A5rds%20alle-1b/st-tv/
Hestefolden 3,55.813701,12.506832,8995000,Villa,135,66629,F,https://www.dingeo.dk/adresse/2840-holte/hestefolden-3/
Bøgholmen 18,55.8243,12.487516,8995000,Villa,164,54847,C,https://www.dingeo.dk/adresse/2840-holte/b%C3%B8gholmen-18/
Vejlegårdsvej 2,55.816157,12.483603,8300000,Villa,158,52531,E,https://www.dingeo.dk/adresse/2840-holte/vejleg%C3%A5rdsvej-2/
Geelsmark 17,55.801865,12.459925,11995000,Villa,280,42839,C,https://www.dingeo.dk/adresse/2840-holte/geelsmark-17/
Søvej 39,55.813213,12.48843,27995000,Villa,214,130817,B,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8vej-39/
Kong Valdemars Vej 2,55.815521,12.508622,22785000,Villa,241,94543,B,https://www.dingeo.dk/adresse/2840-holte/kong%20valdemars%20vej-2/
Gl. Dronninggårds Alle 12,55.811999,12.465737,19500000,Villa,195,100000,A2010,https://www.dingeo.dk/adresse/2840-holte/gl.%20dronningg%C3%A5rds%20alle-12/
Kongevejen 489,55.828774,12.4599124,4695000,Villa,115,40826,F,https://www.dingeo.dk/adresse/2840-holte/kongevejen-489/
Landsevej 16,55.822354,12.469378,10495000,Villa,195,53820,E,https://www.dingeo.dk/adresse/2840-holte/landsevej-16/
"Østre Paradisvej 5A, 2. th",55.817286,12.48558,1645000,Ejerlejlighed,64,25703,D,https://www.dingeo.dk/adresse/2840-holte/%C3%B8stre%20paradisvej-5a/2-th/
Skodsborgvej 125A,55.803972,12.501309,5250000,Rækkehus,153,34313,D,https://www.dingeo.dk/adresse/2840-holte/skodsborgvej-125a/
Gassehaven 5,55.832192,12.515363,5995000,Rækkehus,143,41923,D,https://www.dingeo.dk/adresse/2840-holte/gassehaven-5/
Øverødvej 31A,55.813545,12.478896,6795000,Rækkehus,116,58577,C,https://www.dingeo.dk/adresse/2840-holte/%C3%B8ver%C3%B8dvej-31a/
"Søllerød Park 16, 1. 20",55.807989,12.507702,3150000,Ejerlejlighed,88,35795,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-16/1-20/
"Søllerød Park 11, st. 7",55.808311,12.503877,4995000,Ejerlejlighed,100,49950,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-11/st-7/
"Kongevejen 337B, 2. th",55.813894,12.470483,3295000,Ejerlejlighed,97,33969,C,https://www.dingeo.dk/adresse/2840-holte/kongevejen-337b/2-th/
Carit Etlars Vej 8,55.80753,12.454128,10800000,Villa,152,71052,D,https://www.dingeo.dk/adresse/2840-holte/carit%20etlars%20vej-8/
Søllerødvej 114,55.812035,12.512011,7250000,Villa,96,75520,E,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dvej-114/
Vejdammen 84,55.841172,12.511183,5995000,Villa,163,36779,D,https://www.dingeo.dk/adresse/2840-holte/vejdammen-84/
Grünersvej 21,55.81701,12.473475,14495000,Villa,258,56182,A2010,https://www.dingeo.dk/adresse/2840-holte/gr%C3%BCnersvej-21/
Rudegårds Alle 2,55.824004,12.461783,8745000,Villa,158,55348,E,https://www.dingeo.dk/adresse/2840-holte/rudeg%C3%A5rds%20alle-2/
Gammel Holtevej 104A,55.838576,12.505074,10275000,Villa,247,41599,E,https://www.dingeo.dk/adresse/2840-holte/gammel%20holtevej-104a/
Rudersdalsvej 12,55.819433,12.470025,5495000,Villa,94,58457,D,https://www.dingeo.dk/adresse/2840-holte/rudersdalsvej-12/
"Sofievej 9, 2. mf",55.81266,12.469795,1395000,Ejerlejlighed,49,28469,D,https://www.dingeo.dk/adresse/2840-holte/sofievej-9/2-mf/
"Vejlesøparken 5, 2. th",55.801769,12.465896,5295000,Ejerlejlighed,126,42023,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-5/2-th/
Poppel Alle 6,55.814477,12.477575,10995000,Villa,260,42288,D,https://www.dingeo.dk/adresse/2840-holte/poppel%20alle-6/
Dronninggårds Alle 113,55.806972,12.446223,17900000,Villa,260,68846,D,https://www.dingeo.dk/adresse/2840-holte/dronningg%C3%A5rds%20alle-113/
"Vejlesøparken 29, 3. tv",55.802515,12.464498,4795000,Ejerlejlighed,121,39628,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-29/3-tv/
Kirsebær Alle 3,55.815346,12.48051,9495000,Villa,174,54568,D,https://www.dingeo.dk/adresse/2840-holte/kirseb%C3%A6r%20alle-3/
Søbrinken 4,55.813732,12.460602,58000000,Villa,385,150649,D,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8brinken-4/
"Søllerød Park 4, 1. 14",55.809298,12.505922,2645000,Ejerlejlighed,88,30056,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-4/1-14/
Ørnebakken 25,55.826068,12.517714,5795000,Villa,154,37629,D,https://www.dingeo.dk/adresse/2840-holte/%C3%B8rnebakken-25/
Toftevej 9,55.817715,12.466007,8995000,Villa,265,33943,F,https://www.dingeo.dk/adresse/2840-holte/toftevej-9/
Østre Paradisvej 19,55.819375,12.484808,9995000,Villa,198,50479,C,https://www.dingeo.dk/adresse/2840-holte/%C3%B8stre%20paradisvej-19/
Kong Valdemars Vej 30,55.81679,12.513134,14500000,Villa,272,53308,D,https://www.dingeo.dk/adresse/2840-holte/kong%20valdemars%20vej-30/
Borgm.Schneiders Vej 58,55.82573807945075,12.489543571419924,5995000,Villa,129,46472,D,https://www.dingeo.dk/adresse/2840-holte/borgm.schneiders%20vej-58/
Søllerødvej 118,55.812059,12.51247,8295000,Villa,176,47130,D,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dvej-118/
Skodsborgvej 125B,55.804315,12.501277,10995000,Villa,177,62118,C,https://www.dingeo.dk/adresse/2840-holte/skodsborgvej-125b/
Nordskrænten 13,55.835051,12.516755,5500000,Villa,130,42307,D,https://www.dingeo.dk/adresse/2840-holte/nordskr%C3%A6nten-13/
Gammel Holtevej 52,55.835658,12.514542,5485000,Villa,127,43188,F,https://www.dingeo.dk/adresse/2840-holte/gammel%20holtevej-52/
Carlsmindevej 24,55.810014,12.494457,15795000,Villa,219,72123,D,https://www.dingeo.dk/adresse/2840-holte/carlsmindevej-24/
Kildeåsen 10,55.838196,12.510944,5995000,Villa,217,27626,D,https://www.dingeo.dk/adresse/2840-holte/kilde%C3%A5sen-10/
Bøgholmen 19,55.825362,12.48799,6995000,Villa,163,42914,E,https://www.dingeo.dk/adresse/2840-holte/b%C3%B8gholmen-19/
Søvej 21,55.812047,12.484017,27000000,Villa,322,83850,E,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8vej-21/
Vejdammen 85,55.843233,12.507288,5495000,Villa,146,37636,E,https://www.dingeo.dk/adresse/2840-holte/vejdammen-85/
Tungevang 5,55.822115,12.486011,9500000,Villa,156,60897,C,https://www.dingeo.dk/adresse/2840-holte/tungevang-5/
Kongevejen 359,55.815894,12.46905,6995000,Villa,248,28205,D,https://www.dingeo.dk/adresse/2840-holte/kongevejen-359/
Kurvestykket 13,55.841469,12.507654,4995000,Villa,134,37276,C,https://www.dingeo.dk/adresse/2840-holte/kurvestykket-13/
Vejlesøvej 63A,55.802718,12.452566,7995000,Villa,129,61976,G,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8vej-63a/
Østre Paradisvej 24A,55.81903,12.48566,8495000,Villa,135,62925,D,https://www.dingeo.dk/adresse/2840-holte/%C3%B8stre%20paradisvej-24a/
Vestre Paradisvej 1,55.815014,12.481392,8995000,Villa,180,49972,D,https://www.dingeo.dk/adresse/2840-holte/vestre%20paradisvej-1/
Parcelvej 53,55.80004,12.45308,10995000,Villa,297,37020,D,https://www.dingeo.dk/adresse/2840-holte/parcelvej-53/
Nøddehøj 15,55.825677,12.484366,13350000,Villa,216,61805,A2015,https://www.dingeo.dk/adresse/2840-holte/n%C3%B8ddeh%C3%B8j-15/
Pile Alle 30B,55.816977,12.477128,10495000,Villa,185,56729,D,https://www.dingeo.dk/adresse/2840-holte/pile%20alle-30b/
"Dronninggårds Alle 1A, st. th",55.812237,12.471376,1595000,Ejerlejlighed,55,29000,D,https://www.dingeo.dk/adresse/2840-holte/dronningg%C3%A5rds%20alle-1a/st-th/
"Søllerød Park 14, st. 7",55.808152,12.50589,5995000,Ejerlejlighed,116,51681,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-14/st-7/
"Vejlesøparken 9, 2. tv",55.802052,12.465963,4995000,Ejerlejlighed,126,39642,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-9/2-tv/
Skovmindevej 17,55.807016,12.454284,29800000,Villa,324,91975,A2010,https://www.dingeo.dk/adresse/2840-holte/skovmindevej-17/
"Vejlesøparken 13, 3. th",55.802322,12.466028,5495000,Ejerlejlighed,126,43611,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-13/3-th/
"Søllerød Park 19, st. 1",55.808983,12.508534,6795000,Ejerlejlighed,116,58577,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-19/st-1/
"Søllerød Park 16, st. 7",55.807989,12.507702,2595000,Ejerlejlighed,75,34600,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-16/st-7/
Ørnebakken 24,55.824346,12.516239,7495000,Rækkehus,150,49966,D,https://www.dingeo.dk/adresse/2840-holte/%C3%B8rnebakken-24/
"Kongevejen 337B, 3. tv",55.813894,12.470483,3995000,Ejerlejlighed,114,35043,C,https://www.dingeo.dk/adresse/2840-holte/kongevejen-337b/3-tv/
Søllerødgårdsvej 32,55.811777,12.504699,21950000,Villa,290,75689,A2020,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dg%C3%A5rdsvej-32/
"Søllerød Park 15, 1. 21",55.807656,12.507428,2695000,Ejerlejlighed,88,30625,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-15/1-21/
Højleddet 37,55.838949,12.506948,8395000,Villa,171,49093,C,https://www.dingeo.dk/adresse/2840-holte/h%C3%B8jleddet-37/
Rudershøj 19,55.819748,12.473881,3995000,Ejerlejlighed,84,47559,D,https://www.dingeo.dk/adresse/2840-holte/rudersh%C3%B8j-19/
Vejdammen 32,55.836641,12.515709,4995000,Villa,144,34687,D,https://www.dingeo.dk/adresse/2840-holte/vejdammen-32/
Borgm.Schneiders Vej 100,55.82736793577164,12.481927768696494,6995000,Villa,179,39078,C,https://www.dingeo.dk/adresse/2840-holte/borgm.schneiders%20vej-100/
Carlsmindeparken 11,55.811069,12.496801,8750000,Villa,179,48882,F,https://www.dingeo.dk/adresse/2840-holte/carlsmindeparken-11/
De Conincks Vej 5,55.809551,12.461435,36000000,Villa,278,129496,A2010,https://www.dingeo.dk/adresse/2840-holte/de%20conincks%20vej-5/
Vængestien 4,55.828024,12.480747,11750000,Villa,189,62169,C,https://www.dingeo.dk/adresse/2840-holte/v%C3%A6ngestien-4/
Kong Valdemars Vej 42A,55.816426,12.514815,14200000,Villa,206,68932,D,https://www.dingeo.dk/adresse/2840-holte/kong%20valdemars%20vej-42a/
Kongevejen 491A,55.829516,12.459142,4995000,Villa,121,41280,E,https://www.dingeo.dk/adresse/2840-holte/kongevejen-491a/
Tofteåsen 20,55.841619,12.506606,7695000,Villa,164,46920,C,https://www.dingeo.dk/adresse/2840-holte/tofte%C3%A5sen-20/
"Østre Paradisvej 5B, 2. tv",55.817411,12.48553,1775000,Ejerlejlighed,64,27734,D,https://www.dingeo.dk/adresse/2840-holte/%C3%B8stre%20paradisvej-5b/2-tv/
Solbakken 32,55.81675,12.466068,9475000,Villa,164,57774,D,https://www.dingeo.dk/adresse/2840-holte/solbakken-32/
Søvej 19,55.81194,12.483676,25000000,Villa,311,80385,D,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8vej-19/
Rudegårds Alle 26,55.82484,12.456052,9900000,Villa,225,44000,C,https://www.dingeo.dk/adresse/2840-holte/rudeg%C3%A5rds%20alle-26/
Skovly Mark 8,55.819876,12.49372,6995000,Villa,166,42138,E,https://www.dingeo.dk/adresse/2840-holte/skovly%20mark-8/
Fredskovvej 11,55.8128,12.460919,14995000,Villa,162,92561,D,https://www.dingeo.dk/adresse/2840-holte/fredskovvej-11/
Kuben 8,55.820835,12.496014,5495000,Villa,92,59728,E,https://www.dingeo.dk/adresse/2840-holte/kuben-8/
Dronningholmsvej 3,55.81035,12.463242,22900000,Villa,285,80350,A2010,https://www.dingeo.dk/adresse/2840-holte/dronningholmsvej-3/
Skovmindevej 41,55.806978,12.449548,16500000,Villa,263,62737,E,https://www.dingeo.dk/adresse/2840-holte/skovmindevej-41/
Gassehaven 118,55.83066,12.513377,8995000,Rækkehus,156,57660,F,https://www.dingeo.dk/adresse/2840-holte/gassehaven-118/
Ved Furesøen 8,55.811684,12.46202,17980000,Villa,241,74605,C,https://www.dingeo.dk/adresse/2840-holte/ved%20fures%C3%B8en-8/
Vejdammen 25,55.836873,12.514921,6695000,Villa,200,33475,C,https://www.dingeo.dk/adresse/2840-holte/vejdammen-25/
"Vejlesøparken 4, 5. th",55.803945,12.466384,7750000,Ejerlejlighed,119,65126,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-4/5-th/
"Søllerød Park 7, 1. 12",55.809103,12.504066,3500000,Ejerlejlighed,105,33333,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-7/1-12/
Vasevej 3B,55.826925,12.459863,7995000,Villa,159,50283,C,https://www.dingeo.dk/adresse/2840-holte/vasevej-3b/
"Kongevejen 337A, 3. tv",55.813757,12.470572,3995000,Ejerlejlighed,102,39166,C,https://www.dingeo.dk/adresse/2840-holte/kongevejen-337a/3-tv/
Gammel Holtevej 50,55.835321,12.514735,3995000,Villa,71,56267,E,https://www.dingeo.dk/adresse/2840-holte/gammel%20holtevej-50/
Toftevej 4,55.818269,12.467012,6995000,Villa,209,33468,E,https://www.dingeo.dk/adresse/2840-holte/toftevej-4/
Vejlesøvej 11,55.804264,12.462898,21985000,Villa,300,73283,E,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8vej-11/
"Vejlesøparken 1, 1. 110",55.802944,12.466801,2450000,Ejerlejlighed,64,38281,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-1/1-110/
Rude Vang 75,55.819612,12.459557,6495000,Rækkehus,137,47408,C,https://www.dingeo.dk/adresse/2840-holte/rude%20vang-75/
Søbakkevej 35,55.815457,12.493972,9495000,Villa,132,71931,E,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8bakkevej-35/
Morlenesvej 18,55.812935,12.475148,13500000,Villa,187,72192,D,https://www.dingeo.dk/adresse/2840-holte/morlenesvej-18/
Grünersvej 32,55.818119,12.474887,10995000,Villa,218,50435,C,https://www.dingeo.dk/adresse/2840-holte/gr%C3%BCnersvej-32/
Geelsvej 17,55.802777,12.462668,22900000,Villa,286,80069,A2020,https://www.dingeo.dk/adresse/2840-holte/geelsvej-17/
